Name,Location,Keyword
Argus Panoptes,Greece,hundred
Argus Panoptes,Greece,eyed
Argus Panoptes,Greece,giant
Daemon,Greece,incorporeal
Daemon,Greece,spirit
Pyrausta,Greece,insect
Pyrausta,Greece,dragon
Pyrausta,Greece,hybrid
Limnades,Greece,lake
Limnades,Greece,nymph
Daphnaie,Greece,laurel
Daphnaie,Greece,tree
Daphnaie,Greece,nymph
Nemean Lion,Greece,lion
Nemean Lion,Greece,impenetrable
Nemean Lion,Greece,skin
Chimaera,Greece,lion
Chimaera,Greece,goat
Chimaera,Greece,snake
Chimaera,Greece,hybrid
Tritons,Greece,male
Tritons,Greece,human
Tritons,Greece,fish
Tritons,Greece,hybrid
Eleionomae,Greece,marsh
Eleionomae,Greece,nymph
Leimakids,Greece,meadow
Leimakids,Greece,nymph
Stymphalian Bird,Greece,metallic
Stymphalian Bird,Greece,bird
Cercopes,Greece,mischievous
Cercopes,Greece,forest
Cercopes,Greece,spirit
Cretan Bull,Greece,monstrous
Cretan Bull,Greece,bull
Oread,Greece,mountain
Oread,Greece,nymph
Hydra,Greece,multi-headed
Hydra,Greece,water
Hydra,Greece,serpent
Hydra,Greece,dragon
Nymph,Greece,nature
Nymph,Greece,spirit
Hesperides,Greece,nymph
Hesperides,Greece,daughters
Hesperides,Greece,atlas
Nereid,Greece,nymph
Nereid,Greece,daughters
Nereid,Greece,nereus
Oceanid,Greece,nymph
Oceanid,Greece,daughters
Oceanid,Greece,oceanus
Corycian nymphs,Greece,nymph
Corycian nymphs,Greece,coryci
Corycian nymphs,Greece,cave
Hamadryad,Greece,oak
Hamadryad,Greece,tree
Hamadryad,Greece,nymph
Cyclops,Greece,one
Cyclops,Greece,eyed
Cyclops,Greece,giant
Arimaspi,Greece,one
Arimaspi,Greece,eyed
Arimaspi,Greece,humanoid
Auloniad,Greece,pasture
Auloniad,Greece,nymph
Titan,Greece,primeval
Titan,Greece,god
Hecatonchires,Greece,primordial
Hecatonchires,Greece,giants
Hecatonchires,Greece,100
Hecatonchires,Greece,hands
Hecatonchires,Greece,fifty
Hecatonchires,Greece,heads
Gigantes,Greece,race
Gigantes,Greece,giants
Gigantes,Greece,fought
Gigantes,Greece,olympigods
Gigantes,Greece,snake
Gigantes,Greece,legs
Hades,Greece,ruler
Hades,Greece,underworld
Charybdis,Greece,semonster
Charybdis,Greece,form
Charybdis,Greece,giant
Charybdis,Greece,mouth
Amphisbaena,Greece,serpent
Amphisbaena,Greece,head
Python,Greece,serpentine
Python,Greece,dragon
Onoskelis,Greece,shapeshifting
Onoskelis,Greece,demon
Gegenees,Greece,six
Gegenees,Greece,armed
Gegenees,Greece,giant
Cabeiri,Greece,smith
Cabeiri,Greece,wine
Cabeiri,Greece,spirit
Agathodaemon,Greece,spirit
Agathodaemon,Greece,vinefields
Agathodaemon,Greece,grainfields
Pegaeae,Greece,spring
Pegaeae,Greece,nymph
Arion,Greece,swift
Arion,Greece,green
Arion,Greece,maned
Arion,Greece,talking
Arion,Greece,horse
Chrysaor,Greece,giant
Chrysaor,Greece,son
Chrysaor,Greece,gorgon medusa
The Fates,Greece,three
The Fates,Greece,time
The Fates,Greece,controlling
The Fates,Greece,sisters
Cerberus,Greece,three
Cerberus,Greece,headed
Cerberus,Greece,dog
Cerberus,Greece,guards
Cerberus,Greece,underworld
Geryon,Greece,three
Geryon,Greece,headed
Geryon,Greece,six
Geryon,Greece,armed
Geryon,Greece,giant
Geryon,Greece,three
Geryon,Greece,torsos
Dryad,Greece,tree
Dryad,Greece,nymph
Orthrus,Greece,two
Orthrus,Greece,headed
Orthrus,Greece,dog
Ipotane,Greece,two
Ipotane,Greece,legged
Ipotane,Greece,horse
Ipotane,Greece,human hybrid
Vrykolakas,Greece,undead
Vrykolakas,Greece,wolf
Vrykolakas,Greece,human hybrid
Lampades,Greece,underworld
Lampades,Greece,nymph
Mormolykeia,Greece,underworld
Mormolykeia,Greece,spirit
Lycanthrope,Greece,werewolf
Leuce,Greece,white
Leuce,Greece,poplar
Leuce,Greece,tree
Leuce,Greece,nymph
Pegasus,Greece,winged
Pegasus,Greece,horse
Erinyes,Greece,winged
Erinyes,Greece,spirits
Erinyes,Greece,vengeance
Erinyes,Greece,justice
Erinyes,Greece,furies
Sphinx,Greece,winged
Sphinx,Greece,womheaded
Sphinx,Greece,lion
Typhon,Greece,winged
Typhon,Greece,snake
Typhon,Greece,legged
Typhon,Greece,giant
Pygmy,Greece,little
Pygmy,Greece,people
Dactyl,Greece,little
Dactyl,Greece,people and
Dactyl,Greece,smith
Dactyl,Greece,healing
Dactyl,Greece,spirits
Meliae,Greece,ash
Meliae,Greece,tree
Meliae,Greece,nymph
Chrysomallus,Greece,golden
Chrysomallus,Greece,winged
Chrysomallus,Greece,ram
Minotaur,Greece,human
Minotaur,Greece,bull
Minotaur,Greece,hybrid
Mares of Diomedes,Greece,meating
Mares of Diomedes,Greece,horses
Medusa,Greece,serpent
Medusa,Greece,female
Medusa,Greece,hybrid
Muse,Greece,spirits
Muse,Greece,inspire
Muse,Greece,artists
Ao Ao,Argentina,anthropophagous
Ao Ao,Argentina,peccary
Ao Ao,Argentina,sheep
Kuarahy Jára,Argentina,forest
Kuarahy Jára,Argentina,spirit
Teju Jagua,Argentina,lizard
Teju Jagua,Argentina,seven
Teju Jagua,Argentina,dog
Teju Jagua,Argentina,heads
Jasy Jaterei,Argentina,nature
Jasy Jaterei,Argentina,guardian
Jasy Jaterei,Argentina,bogeyman
Luison,Argentina,werewolf
Luison,Argentina,cadaver
Luison,Argentina,dog
Kurupi,Argentina,wild
Kurupi,Argentina,man
Kurupi,Argentina,fertility
Kurupi,Argentina,spirit
Pombero,Argentina,wild
Pombero,Argentina,man
Pombero,Argentina,nature
Pombero,Argentina,spirit
Moñái,Argentina,giant
Moñái,Argentina,snake
Moñái,Argentina,antennae
Mbói Tu'?,Argentina,snake
Mbói Tu'?,Argentina,parrot
Mbói Tu'?,Argentina,hybrid
Choorile,Guyana,ghost
Choorile,Guyana,womdied
Choorile,Guyana,childbirth
Jumbee,Guyana,malevolent
Jumbee,Guyana,spirit
Backoo,Guyana,malevolent little
Backoo,Guyana,people
Bush Dai Dai,Guyana,spirit
Bush Dai Dai,Guyana,seduces
Bush Dai Dai,Guyana,kills
Bush Dai Dai,Guyana,men
Ole-Higue,Guyana,vampiric
Ole-Higue,Guyana,hag
Ole-Higue,Guyana,takes
Ole-Higue,Guyana,form
Ole-Higue,Guyana,fireball
Ole-Higue,Guyana,night
Canaima,Guyana,were
Canaima,Guyana,jaguar
‘Elepaio,Hawaii,monarch
‘Elepaio,Hawaii,flycatcher
‘Elepaio,Hawaii,spirit
‘Elepaio,Hawaii,guides
‘Elepaio,Hawaii,canoe
‘Elepaio,Hawaii,builders
‘Elepaio,Hawaii,proper
‘Elepaio,Hawaii,trees
Nawao,Hawaii,savage
Nawao,Hawaii,humanoid
Kupua,Hawaii,shapeshifting
Kupua,Hawaii,tricksters
Nightmarchers,Hawaii,warrior
Nightmarchers,Hawaii,ghosts
Menehune,Hawaii,little
Menehune,Hawaii,people and
Menehune,Hawaii,craftsmen
Turul,Hungary,giant
Turul,Hungary,falcon
Turul,Hungary,magyars
Ördög,Hungary,shapeshifting
Ördög,Hungary,demon
Lidérc,Hungary,magical
Lidérc,Hungary,chicken
Lidérc,Hungary,transforms
Lidérc,Hungary,humanoid
Púki,Iceland,malevolent little
Púki,Iceland,person
Huldufólk,Iceland,secret
Huldufólk,Iceland,mound
Huldufólk,Iceland,rock
Huldufólk,Iceland,elves
Vaibhavi,India,deadly
Vaibhavi,India,snake
Centicore,India,horse
Centicore,India,antelope
Centicore,India,lion
Centicore,India,bear
Centicore,India,hybrid
Makara,India,aquatic
Makara,India,beings
Warak ngendog,Indonesia,egg
Warak ngendog,Indonesia,laying
Warak ngendog,Indonesia,bird
Tupilaq,Alaska,animated
Tupilaq,Alaska,construct
Ahkiyyini,Alaska,animated
Ahkiyyini,Alaska,skeleton
Ahkiyyini,Alaska,causes
Ahkiyyini,Alaska,shipwrecks
Atshen,Alaska,anthropophagous
Atshen,Alaska,spirit
Amarok,Alaska,giant
Amarok,Alaska,wolf
Keelut,Alaska,hairless
Keelut,Alaska,dog
Agloolik,Alaska,ice
Agloolik,Alaska,spirit
Agloolik,Alaska,aids
Agloolik,Alaska,hunters
Agloolik,Alaska,fishermen
Qiqirn,Alaska,large
Qiqirn,Alaska,bald
Qiqirn,Alaska,dog
Qiqirn,Alaska,spirit
Kigatilik,Alaska,night
Kigatilik,Alaska,demon
Akhlut,Alaska,orc
Akhlut,Alaska,wolf
Akhlut,Alaska,shapeshifter
Tizheruk,Alaska,seaserpent
Ijiraq,Alaska,spirit
Ijiraq,Alaska,kidnaps
Ijiraq,Alaska,children
Adlet,Alaska,vampiric
Adlet,Alaska,dog
Adlet,Alaska,human hybrid
Wentshukumishiteu,Alaska,water
Wentshukumishiteu,Alaska,spirit
Ishigaq,Alaska,little
Ishigaq,Alaska,people
Qalupalik,Alaska,aquatic
Qalupalik,Alaska,human abductor
Bakhtak,Iran,night
Bakhtak,Iran,demon
Fir Bolg,Ireland,ancestral
Fir Bolg,Ireland,race
Leprechaun,Ireland,cobbler
Leprechaun,Ireland,spirit
Bean Nighe,Ireland,death
Bean Nighe,Ireland,spirit
Bean Nighe,Ireland,type
Bean Nighe,Ireland,banshee
Bean Nighe,Ireland,besídhe
Fetch,Ireland,double
Fetch,Ireland,doppelgänger
Fomorian,Ireland,goat
Fomorian,Ireland,headed
Fomorian,Ireland,giant
Dullahan,Ireland,headless
Dullahan,Ireland,death
Dullahan,Ireland,spirit
Fear gorta,Ireland,hunger
Fear gorta,Ireland,ghost
Dobhar-chu,Ireland,king
Dobhar-chu,Ireland,otter
Gancanagh,Ireland,male
Gancanagh,Ireland,fairy
Gancanagh,Ireland,seduces
Gancanagh,Ireland,human
Gancanagh,Ireland,women
Alp-luachra,Ireland,parasitic
Alp-luachra,Ireland,fairy
Leanashe,Ireland,possessing
Leanashe,Ireland,spirit
Leanashe,Ireland,vampire
Banshee,Ireland,screaming
Banshee,Ireland,death
Banshee,Ireland,spirit
Bloody Bones,Ireland,water
Bloody Bones,Ireland,bogeyman
Far darrig,Ireland,little
Far darrig,Ireland,people
Far darrig,Ireland,pranks
Merrow,Ireland,human
Merrow,Ireland,fish
Merrow,Ireland,hybrid
Sídhe -,Ireland,ancestral
Sídhe -,Scotland,nature
Sídhe -,Ireland,spirit
Kelpie,Ireland,malevolent
Kelpie,Ireland,water
Kelpie,Scotland,horse
Fachen,Ireland,monster
Fachen,Ireland,half
Fachen,Scotland,body
Sluagh,Ireland,restless
Sluagh,Scotland,ghost
Longana,Italy,female
Longana,Italy,human goat
Longana,Italy,hybrid
Longana,Italy,water
Longana,Italy,spirit
Badalisc,Italy,goat
Badalisc,Italy,creature
Badalisc,Italy,alps
Basilisk,Italy,multi-limbed
Basilisk,Italy,venomous
Basilisk,Italy,lizard
Marabbecca,Italy,malevolent
Marabbecca,Italy,water
Marabbecca,Italy,spirit
Shinigami,Japan,death
Shinigami,Japan,god
Kekkai,Japan,amorphous
Kekkai,Japan,afterbirth
Kekkai,Japan,spirit
Tennin,Japan,angelic
Tennin,Japan,humanoid
Nuppeppo,Japan,animated
Nuppeppo,Japan,chunk
Nuppeppo,Japan,dead
Nuppeppo,Japan,flesh
Zorigami,Japan,animated
Zorigami,Japan,clock
Jotai,Japan,animated
Jotai,Japan,folding
Jotai,Japan,screen
Jotai,Japan,cloth
Furu-utsubo,Japan,animated
Furu-utsubo,Japan,jar
Shirouneri,Japan,animated
Shirouneri,Japan,mosquito
Shirouneri,Japan,netting
Shirouneri,Japan,dust
Shirouneri,Japan,cloth
Ch?chinobake,Japan,animated
Ch?chinobake,Japan,paper
Ch?chinobake,Japan,lantern
Kasa-obake,Japan,animated
Kasa-obake,Japan,parasol
Ichiren-Bozu,Japan,animated
Ichiren-Bozu,Japan,prayer
Ichiren-Bozu,Japan,beads
Kyourinrin,Japan,animated
Kyourinrin,Japan,scroll
Kyourinrin,Japan,paper
Bakez?ri,Japan,animated
Bakez?ri,Japan,straw
Bakez?ri,Japan,sandal
Biwa-bokuboku,Japan,animated biwa
Guhin,Japan,anthropomorphic
Guhin,Japan,bird
Tengu,Japan,anthropomorphic
Tengu,Japan,bird
Hihi,Japan,baboon
Hihi,Japan,monster
Kanbari-ny?d?,Japan,bathroom
Kanbari-ny?d?,Japan,spirit
Azukibabaa,Japan,begrinding
Azukibabaa,Japan,hag
Azukibabaa,Japan,devours
Azukibabaa,Japan,people
Kin-u,Japan,bird
Onmoraki,Japan,bird
Onmoraki,Japan,demon
Onmoraki,Japan,created
Onmoraki,Japan,spirits
Onmoraki,Japan,freshly
Onmoraki,Japan,dead
Onmoraki,Japan,corpses
Konoha-tengu,Japan,bird
Konoha-tengu,Japan,creature
Aob?zu,Japan,blue
Aob?zu,Japan,monk
Aob?zu,Japan,kidnaps
Aob?zu,Japan,children
Gy?ki,Japan,bull
Gy?ki,Japan,headed
Gy?ki,Japan,monster
Ushi-oni,Japan,bull
Ushi-oni,Japan,headed
Ushi-oni,Japan,monster
Ikiry?,Japan,cbe
Ikiry?,Japan,considered
Ikiry?,Japan,'living
Ikiry?,Japan,ghost'
Ikiry?,Japan,person's
Ikiry?,Japan,spirit
Ikiry?,Japan,outside
Ikiry?,Japan,body
Nekomusume,Japan,cat
Nekomusume,Japan,form
Nekomusume,Japan,girl
Kasha,Japan,cat
Kasha,Japan,demon
Kasha,Japan,which
Kasha,Japan,descends
Kasha,Japan,sky
Kasha,Japan,carries
Kasha,Japan,away
Kasha,Japan,corpses
Yukinko,Japan,childlike
Yukinko,Japan,snow
Yukinko,Japan,spirit
Shiki-?ji,Japan,child
Shiki-?ji,Japan,sized
Shiki-?ji,Japan,servant
Shiki-?ji,Japan,spirit
Jikininki,Japan,corpse
Jikininki,Japan,eating
Jikininki,Japan,ghost
Heikegani,Japan,crabs
Heikegani,Japan,human
Heikegani,Japan,shells
Heikegani,Japan,spirits
Heikegani,Japan,warriors
Heikegani,Japan,killed
Heikegani,Japan,the battle
Heikegani,Japan,dno
Heikegani,Japan,ura
Abura-sumashi,Japan,creature
Abura-sumashi,Japan,mountain
Abura-sumashi,Japan,pass
Abura-sumashi,Japan,kumamoto
Abura-sumashi,Japan,prefecture
Sh?kera,Japan,creature
Sh?kera,Japan,peers
Sh?kera,Japan,through
Sh?kera,Japan,skylights
?kubi,Japan,death
?kubi,Japan,spirit
Hotoke,Japan,deceased
Hotoke,Japan,person
Wany?d?,Japan,demon
Wany?d?,Japan,form
Wany?d?,Japan,burning
Wany?d?,Japan,human
Wany?d?,Japan,ox
Wany?d?,Japan,cart
Yagy?-san,Japan,demon
Yagy?-san,Japan,rides
Yagy?-san,Japan,through
Yagy?-san,Japan,night
Yagy?-san,Japan,headless
Yagy?-san,Japan,horse
Yakuby?-gami,Japan,disease
Yakuby?-gami,Japan,misfortune
Yakuby?-gami,Japan,spirit
Keukegen,Japan,disease
Keukegen,Japan,spirit
Amazake-babaa,Japan,disease
Amazake-babaa,Japan,causing
Amazake-babaa,Japan,hag
Nukekubi,Japan,disembodied
Nukekubi,Japan,flying
Nukekubi,Japan,head
Nukekubi,Japan,attacks
Nukekubi,Japan,people
Okuri-inu,Japan,dog
Okuri-inu,Japan,wolf
Okuri-inu,Japan,follows
Okuri-inu,Japan,travelers
Okuri-inu,Japan,night
Inugami,Japan,dog
Inugami,Japan,spirit
H?k?,Japan,dog
H?k?,Japan,china
H?k?,Japan,tree
H?k?,Japan,spirit
Yama-inu,Japan,dog
Yama-inu,Japan,mountain
Yama-inu,Japan,spirit
Baku,Japan,dream
Baku,Japan,devouring
Baku,Japan,tapir
Baku,Japan,creature
Hiderigami,Japan,drought
Hiderigami,Japan,spirit
Kanbo,Japan,drought
Kanbo,Japan,spirit
Karura,Japan,eagle
Karura,Japan,human hybrid
Yama-biko,Japan,echo
Yama-biko,Japan,spirit
Akuma,Japan,evil
Akuma,Japan,spirit
Akuma,Japan,devil
Noppera-b?,Japan,faceless
Noppera-b?,Japan,ghost
Zunbera-b?,Japan,faceless
Zunbera-b?,Japan,ghost
Y?sei,Japan,fairy
Kubikajiri,Japan,female
Kubikajiri,Japan,corpse
Kubikajiri,Japan,chewing
Kubikajiri,Japan,graveyard
Kubikajiri,Japan,spirit
Nure-onna,Japan,female
Nure-onna,Japan,monster
Nure-onna,Japan,appears
Nure-onna,Japan,beach
Umi-ny?b?,Japan,female
Umi-ny?b?,Japan,semonster
Umi-ny?b?,Japan,steals
Umi-ny?b?,Japan,fish
Yuki-onna,Japan,female
Yuki-onna,Japan,snow
Yuki-onna,Japan,spirit
Taka-onna,Japan,female
Taka-onna,Japan,spirit
Taka-onna,Japan,peers
S?genbi,Japan,fiery
S?genbi,Japan,ghost
S?genbi,Japan,oil
S?genbi,Japan,stealing
S?genbi,Japan,monk
Kitsune,Japan,fox
Kitsune,Japan,spirit
S?tangitsune,Japan,fox
S?tangitsune,Japan,spirit
S?tangitsune,Japan,kyoto
Y?rei,Japan,ghost
Te-no-me,Japan,ghost
Te-no-me,Japan,blind
Te-no-me,Japan,eyes
Te-no-me,Japan,hands
Oiwa,Japan,ghost
Oiwa,Japan,woman
Oiwa,Japan,distorted
Oiwa,Japan,face
Oiwa,Japan,murdered
Oiwa,Japan,husband
Umib?zu,Japan,ghost
Umib?zu,Japan,drowned
Umib?zu,Japan,priest
Toire-no-Hanakosan,Japan,ghost
Toire-no-Hanakosan,Japan,lurks
Toire-no-Hanakosan,Japan,grade
Toire-no-Hanakosan,Japan,school
Toire-no-Hanakosan,Japan,restroom
Toire-no-Hanakosan,Japan,stalls
Sorobanb?zu,Japan,ghost
Sorobanb?zu,Japan,abacus
Ittan-momen,Japan,ghostly
Ittan-momen,Japan,aerial
Ittan-momen,Japan,phenomenon
Ittan-momen,Japan,attacks
Ittan-momen,Japan,people
Akurojin-no-hi,Japan,ghostly
Akurojin-no-hi,Japan,flame
Akurojin-no-hi,Japan,which
Akurojin-no-hi,Japan,causes
Akurojin-no-hi,Japan,disease
Bake-kujira,Japan,ghostly
Bake-kujira,Japan,whale
Bake-kujira,Japan,skeleton
Bake-kujira,Japan,drifts
Bake-kujira,Japan,coastline
Bake-kujira,Japan,shimane
Bake-kujira,Japan,prefecture
Gaki,Japan,ghosts
Gaki,Japan,especially
Gaki,Japan,greedy
Gaki,Japan,people
Funay?rei,Japan,ghosts
Funay?rei,Japan,people
Funay?rei,Japan,drowned
Funay?rei,Japan,sea
Hitodama,Japan,ghosts
Hitodama,Japan,newly
Hitodama,Japan,dead
Hitodama,Japan,which
Hitodama,Japan,take
Hitodama,Japan,form
Hitodama,Japan,fireballs
Ubume,Japan,ghosts
Ubume,Japan,women
Ubume,Japan,died
Ubume,Japan,childbirth
Namazu,Japan,giant
Namazu,Japan,catfish
Namazu,Japan,earthquakes
Gashadokuro,Japan,giant
Gashadokuro,Japan,malevolent
Gashadokuro,Japan,skeletons
Daidarabotchi,Japan,giant
Daidarabotchi,Japan,japan
?mukade,Japan,giant
?mukade,Japan,human eating
?mukade,Japan,centipede
?mukade,Japan,lives
?mukade,Japan,mountains
Yamata no Orochi,Japan,gigantic
Yamata no Orochi,Japan,eight
Yamata no Orochi,Japan,headed
Yamata no Orochi,Japan,serpent
T?tetsu,Japan,greed
T?tetsu,Japan,spirit
Kurabokko,Japan,guardispirit
Kurabokko,Japan,warehouse
Hy?sube,Japan,hair
Hy?sube,Japan,covered kappa
Kamikiri,Japan,hair
Kamikiri,Japan,cutting
Kamikiri,Japan,spirit
Yama-waro,Japan,hairy
Yama-waro,Japan,one
Yama-waro,Japan,eyed
Yama-waro,Japan,spirit
Katsura-otoko,Japan,handsome
Katsura-otoko,Japan,mfrom
Katsura-otoko,Japan,moon
Sakabashira,Japan,haunted
Sakabashira,Japan,pillar
Sakabashira,Japan,upside-down
Nurarihyon,Japan,head
Nurarihyon,Japan,sized
Nurarihyon,Japan,ball
Nurarihyon,Japan,creature
Nurarihyon,Japan,floats
Nurarihyon,Japan,sailors
Sagari,Japan,horse
Sagari,Japan,head
Sagari,Japan,dangles
Sagari,Japan,trees
Sagari,Japan,ky?sh?
Uma-no-ashi,Japan,horse
Uma-no-ashi,Japan,leg
Uma-no-ashi,Japan,tree
Uma-no-ashi,Japan,kicks
Uma-no-ashi,Japan,passersby
Zashiki-warashi,Japan,house
Zashiki-warashi,Japan,spirit
Kudan,Japan,human
Kudan,Japan,faced
Kudan,Japan,calf
Kudan,Japan,predicts
Kudan,Japan,calamity
Kudan,Japan,dying
Senpoku-Kanpoku,Japan,human
Senpoku-Kanpoku,Japan,faced
Senpoku-Kanpoku,Japan,frog
Senpoku-Kanpoku,Japan,guides
Senpoku-Kanpoku,Japan,newly
Senpoku-Kanpoku,Japan,deceased
Senpoku-Kanpoku,Japan,souls
Senpoku-Kanpoku,Japan,graveyard
Harionago,Japan,humanoid
Harionago,Japan,female
Harionago,Japan,barbed
Harionago,Japan,prehensile
Harionago,Japan,hair
Hyakume,Japan,hundred
Hyakume,Japan,eyes
Hyakume,Japan,creature
Tsurara-onna,Japan,icicle
Tsurara-onna,Japan,woman
Tsukumogami,Japan,inanimate
Tsukumogami,Japan,object
Tsukumogami,Japan,animated
Tsukumogami,Japan,100 years
Konaki-Jijii,Japan,infant
Konaki-Jijii,Japan,cries
Konaki-Jijii,Japan,increases
Konaki-Jijii,Japan,weight
Konaki-Jijii,Japan,crushes
Konaki-Jijii,Japan,victim
Ato-oi-koz?,Japan,invisible
Ato-oi-koz?,Japan,spirit
Ato-oi-koz?,Japan,follows
Ato-oi-koz?,Japan,people
Betobeto-san,Japan,invisible
Betobeto-san,Japan,spirit
Betobeto-san,Japan,follows
Betobeto-san,Japan,people
Betobeto-san,Japan,night
Betobeto-san,Japan,sound
Betobeto-san,Japan,footsteps
Sodehiki-koz?,Japan,invisible
Sodehiki-koz?,Japan,spirit
Sodehiki-koz?,Japan,which
Sodehiki-koz?,Japan,pulls
Sodehiki-koz?,Japan,sleeves
Ashi-magari,Japan,invisible
Ashi-magari,Japan,tendril
Ashi-magari,Japan,impedes
Ashi-magari,Japan,movement
Kirin,Japan,japan
Kirin,Japan,unicorn
Suzaku,Japan,japan
Suzaku,Japan,version
Suzaku,Japan,china
Suzaku,Japan,vermillion
Suzaku,Japan,bird
Kurage-no-hinotama,Japan,jellyfish
Kurage-no-hinotama,Japan,floats
Kurage-no-hinotama,Japan,air
Kurage-no-hinotama,Japan,fireball
Oni,Japan,large
Oni,Japan,grotesque
Oni,Japan,humanoid
Oni,Japan,demon
Oni,Japan,red
Oni,Japan,skin
Oni,Japan,horns
Akki,Japan,large
Akki,Japan,grotesque
Akki,Japan,humanoid
Raij?,Japan,lightning
Raij?,Japan,spirit
Shisa,Japan,lion
Shisa,Japan,dog
Shisa,Japan,hybrid
Rokurokubi,Japan,long
Rokurokubi,Japan,necked
Rokurokubi,Japan,humanoid
Rokurokubi,Japan,trickster
Bakeneko,Japan,magical
Bakeneko,Japan,cat
Yama-uba,Japan,malevolent
Yama-uba,Japan,mountain
Yama-uba,Japan,dwelling
Yama-uba,Japan,hag
Yad?kai,Japan,malevolent
Yad?kai,Japan,nocturnal
Yad?kai,Japan,spirit
Satori,Japan,mind
Satori,Japan,reading
Satori,Japan,humanoid
Kuda-gitsune,Japan,miniature
Kuda-gitsune,Japan,fox
Kuda-gitsune,Japan,spirit
Kanedama,Japan,money
Kanedama,Japan,spirit
Ningyo,Japan,monkey
Ningyo,Japan,fish
Ningyo,Japan,hybrid
Yama-chichi,Japan,monkey
Yama-chichi,Japan,mountain
Yama-chichi,Japan,spirit
Nue,Japan,monkey
Nue,Japan,raccoon
Nue,Japan,dog
Nue,Japan,tiger
Nue,Japan,snake
Nue,Japan,hybrid
Nikusui,Japan,monster
Nikusui,Japan,young
Nikusui,Japan,woman
Nikusui,Japan,sucks
Nikusui,Japan,flesh
Tsurube-otoshi,Japan,monster
Tsurube-otoshi,Japan,bucket
Tsurube-otoshi,Japan,tree
Tsurube-otoshi,Japan,catch
Daitengu,Japan,powerful
Daitengu,Japan,tengu
Daitengu,Japan,mountain
Yobuko,Japan,mountain
Yobuko,Japan,dwelling
Yobuko,Japan,spirit
Yama-otoko,Japan,mountain
Yama-otoko,Japan,giant
Yosuzume,Japan,mysterious
Yosuzume,Japan,bird
Yosuzume,Japan,sings
Yosuzume,Japan,night
Yosuzume,Japan,okuri
Kesaran-pasaran,Japan,mysterious
Kesaran-pasaran,Japan,white
Kesaran-pasaran,Japan,fluffy
Kesaran-pasaran,Japan,creature
Kami,Japan,nature
Kami,Japan,spirit
Ky?bi-no-kitsune,Japan,nine
Ky?bi-no-kitsune,Japan,tailed
Ky?bi-no-kitsune,Japan,fox
Nando-baba,Japan,old
Nando-baba,Japan,woman
Nando-baba,Japan,hides
Nando-baba,Japan,abandoned
Nando-baba,Japan,storerooms
Datsue-ba,Japan,old
Datsue-ba,Japan,woman
Datsue-ba,Japan,steals
Datsue-ba,Japan,clothes
Datsue-ba,Japan,souls
Datsue-ba,Japan,dead
Arikura-no-baba,Japan,old
Arikura-no-baba,Japan,woman
Arikura-no-baba,Japan,magical
Arikura-no-baba,Japan,powers
Hitotsume-koz?,Japan,one
Hitotsume-koz?,Japan,eyed
Hitotsume-koz?,Japan,childlike
Hitotsume-koz?,Japan,spirit
Ichimoku-ny?d?,Japan,one
Ichimoku-ny?d?,Japan,eyed kappa from sado
Ichimoku-ny?d?,Japan,island
Ippon-datara,Japan,one
Ippon-datara,Japan,legged
Ippon-datara,Japan,mountain
Ippon-datara,Japan,spirit
Kitsune-Tsuki,Japan,person
Kitsune-Tsuki,Japan,possessed
Kitsune-Tsuki,Japan,fox
Kitsune-Tsuki,Japan,spirit
Tsuchinoko,Japan,plump
Tsuchinoko,Japan,snake
Tsuchinoko,Japan,creature
Tatami-tataki,Japan,poltergeist
Tatami-tataki,Japan,tatami mats
Tatami-tataki,Japan,night
Komainu,Japan,protective
Komainu,Japan,animal
Zennyo Ry??,Japan,rain
Zennyo Ry??,Japan,making
Zennyo Ry??,Japan,dragon
Shunoban,Japan,red
Shunoban,Japan,faced
Shunoban,Japan,ghoul
Sh?j?,Japan,red
Sh?j?,Japan,haired
Sh?j?,Japan,sesprites
Sh?j?,Japan,alcohol
Soragami,Japan,ritual
Soragami,Japan,disciplinary
Soragami,Japan,demon
Namahage,Japan,ritual
Namahage,Japan,disciplinary
Namahage,Japan,demon
Amamehagi,Japan,ritual
Amamehagi,Japan,disciplinary
Amamehagi,Japan,demon
Anmo,Japan,ritual
Anmo,Japan,disciplinary
Anmo,Japan,demon
Amaburakosagi,Japan,ritual
Amaburakosagi,Japan,disciplinary
Amaburakosagi,Japan,demon
Sunakake-baba,Japan,sand
Sunakake-baba,Japan,throwing
Sunakake-baba,Japan,hag
Yama-bito,Japan,savage
Yama-bito,Japan,mountain
Yama-bito,Japan,dwelling
Yama-bito,Japan,humanoid
Ikuchi,Japan,seaserpent
Ikuchi,Japan,boats
Ikuchi,Japan,oil
Ayakashi,Japan,seaserpent
Ayakashi,Japan,boats
Ayakashi,Japan,oil
Yato-no-kami,Japan,serpent
Yato-no-kami,Japan,spirits
Shikigami,Japan,servant
Shikigami,Japan,spirit
Tanuki,Japan,shapeshifting
Tanuki,Japan,raccoon
Tanuki,Japan,dog
Obake,Japan,shapeshifting
Obake,Japan,spirits
Sazae-oni,Japan,shapeshifting
Sazae-oni,Japan,turbsnail
Sazae-oni,Japan,spirit
Tsuchigumo,Japan,shapeshifting
Tsuchigumo,Japan,giant
Tsuchigumo,Japan,spider
Isonade,Japan,shark
Isonade,Japan,semonster
Kijo,Japan,she
Kijo,Japan,devil
